p,mean_log_ratio
0.0001,5.901374047441952
0.00010392891264332541,5.864823305333756
0.00010801218883223963,5.828301496486097
0.00011225589337560201,5.791808860208607
0.00011666632936331394,5.755345638677686
0.00012125004752817284,5.718912076979396
0.0001260138559755453,5.682508423153118
0.00013096483029531036,5.646134928235928
0.00013611032407109247,5.609791846307739
0.0001414579798023928,5.573479434537198
0.00014701574025584172,5.537197953228391
0.00015279186026243209,5.500947665868322
0.00015879491897825487,5.46472883917522
0.00016503383262694987,5.428541743147657
0.0001715178677427946,5.392386651114521
0.0001782566549341034,5.356263839785831
0.00018526020318737835,5.320173589304454
0.0001925389147334576,5.2841161832986625
0.00020010360049774195,5.248091908935648
0.0002079654961574471,5.212101056975906
0.00021613627882973146,5.176143921828599
0.00022462808441548582,5.140220801607855
0.00023345352562454552,5.104331998190024
0.0002426257107090972,5.0684778172719644
0.0002521582629331051,5.032658568430291
0.00026206534080667354,4.996874565181679
0.00027236165911540076,4.961126125044214
0.0002830625107759566,4.925413569599772
0.0002941837895503475,4.889737224557534
0.00030574201365260494,4.854097419818568
0.00031775435028296014,4.818494489541538
0.00033023864112594357,4.78292877220958
0.00034321342885028713,4.747400610698326
0.00035669798464997636,4.711910352345113
0.0003707123368673766,4.676458349019417
0.00038527730074092604,4.641044957194522
0.0004004145093215991,4.605670538020419
0.0004161464456040448,4.570335457398022
0.0004324964759201314,4.5350400860546545
0.0004494888846444943,4.4997847996208895
0.0004671489102636342,4.464569978708736
0.000485502782862139,4.429396008991196
0.0005045777630817063,4.3942632812832505
0.0005244021826108319,4.359172191624262
0.0005450054862653033,4.324123141361844
0.0005664182757219979,4.289116537237224
0.0005886723549709454,4.254152791472129
0.0006118007775531602,4.219232321857207
0.0006358378956544095,4.184355551842059
0.0006608194111278298,4.1495229106268425
0.0006867824285211796,4.114734833255566
0.0007137655101874863,4.079991760711017
0.0007418087335609377,4.045294140011451
0.0007709537506831064,4.010642424308967
0.0008012438500678855,3.9760370729897465
0.0008327240209970708,3.941478551776028
0.0008654410203420317,3.9069673328300167
0.0008994434420107751,3.872503894859641
0.0009347817891234976,3.838088723226282
0.0009715085490238742,3.803722310054465
0.0010096782712374604,3.7694051543435854
0.0010493476484930184,3.7351377620817012
0.0010905756009270985,3.7009206463614563
0.0011334233635969452,3.6667543274981367
0.0011779545774317098,3.632639333149978
0.0012242353837570547,3.5985761984407056
0.001272334522533549,3.564565466084416
0.0013223234344547634,3.5306076865128064
0.0013742763670567114,3.496703418004862
0.0014282704849962356,3.462853226819003
0.0014843859846621395,3.429057687327801
0.001542706213289279,3.395317382155292
0.00160331779275257,3.3616329023169778
0.0016663107482247097,3.3280048473625747
0.0017317786418888023,3.2944338255215624
0.0017998187119043787,3.2609204538516536
0.0018705320168333282,3.2274653583902038
0.0019440235857401407,3.194069174308691
0.002020402574189515,3.160732546070313
0.0020997824263729167,3.127456127590828
0.0021822810436050097,3.0942405824026715
0.0022680209594401006,3.0610865838225285
0.002357129521668813,3.027994815122369
0.0024497390814652146,2.994965969704124
0.002545987189965385,2.9620007512780773
0.0026460168025693805,2.929099874045089
0.0027499764912700436,2.896264062882781
0.0028580206653240287,2.863494053535805
0.0029703098005927978,2.8307905928103305
0.003087010677894222,2.7981544387728747
0.0032082966307188134,2.765586360953649
0.003334347802678511,2.7330871405545474
0.0034653514150703867,2.700657570661961
0.0036015020449527467,2.668298456464565
0.0037430019141465147,2.6360106154762843
0.003890061189591333,2.6037948777645985
0.004042898295502278,2.5716520861844137
0.004201740237791058,2.5395830966176716
0.004366822941233318,2.5075887782189703
0.004538391599883073,2.475670013667372
0.004716701041254492,2.4438276994246935
0.004902016104812206,2.4120627460004953
0.00509461203533202,2.380376078224096
0.005294774891716559,2.348768635523848
0.0055028019718728295,2.3172413722140157
0.005719002254282901,2.2857952577895833
0.005943696856923487,2.2544312772293185
0.006177219514216089,2.2231504313074675
0.006419917072716089,2.191953736914467
0.006672150006277038,2.1608422273870906
0.006934292951455294,2.1298169528484565
0.007206735263950243,2.098878980558349
0.007489881596906576,2.068029395274373
0.007784152501937541,2.0372692996244273
0.008089985053761904,2.0065998144910817
0.008407833499382284,1.9760220794084233
0.008738169932769272,1.9455372529719905
0.009081484996053093,1.9151465132625045
0.009438288608264733,1.8848510582840292
0.009809110722708379,1.854652106417399
0.010194502114090667,1.8245508968896278
0.01059503519657525,1.7945486902602321
0.011011304873978273,1.7646467689253098
0.011443929423367112,1.7348464376403883
0.011893551413375019,1.705149024063047
0.012360838658595519,1.6755558793164416
0.012846485211474133,1.646068378574871
0.013351212393170669,1.6166879216726684
0.01387576986492318,1.587415933737751
0.014420936741504884,1.5582538658512433
0.014987522748427828,1.5292031957347272
0.015576369424612081,1.5002654284667325
0.016188351372306738,1.4714420972302291
0.01682437755611924,1.442734764092988
0.01748539265308241,1.414145020822817
0.01817237845576446,1.3856744897398159
0.018886355330505932,1.3573248246079417
0.01962838373294954,1.3290977115683729
0.020399565783113822,1.3009948701172898
0.021201046902350088,1.2730180541309224
0.022034017514613872,1.2451690529409163
0.02289971481457807,1.2174496924632716
0.02379942460521349,1.1898618363843956
0.02473448320756642,1.1624073874080343
0.025706279445569698,1.1350882885671587
0.026716256708835248,1.1079065246051865
0.02776591509649195,1.080864123431265
0.02885681364525302,1.0539631576547002
0.029990572645022216,1.027205746204017
0.031168876045478185,1.0005940560365831
0.0323934739572114,0.974130303945193
0.033666185251128605,0.9478167584685228
0.03498890025998555,0.9216557419129522
0.03636358358606064,0.8956496324938289
0.03779227701913958,0.8698008666049748
0.039277102569145114,0.8441119412259186
0.04082026561791615,0.8185854164771939
0.04242405819481747,0.793223918334896
0.044090862381045384,0.7680301415166845
0.04582315384768548,0.7430068525524774
0.0476235055327777,0.7181568930542583
0.04949459146284978,0.6934831832007374
0.05143919072459594,0.6689887254539946
0.05346019159259886,0.6446766085268621
0.05556059581922647,0.620550011621513
0.05774352309307498,0.5966122089616679
0.06001221567258033,0.5728665746429845
0.062370043201680055,0.5493165878285515
0.06482050771467839,0.5259658383190863
0.0673672488377481,0.5028180325303275
0.07001404919479488,0.47987699991345656
0.07276484002571325,0.4571466998580019
0.075623707025379,0.4346312291207838
0.07859489641205049,0.4123348298290678
0.08168282123419204,0.3902618981112173
0.0848920679250871,0.36841699341393636
0.08822740311497625,0.3468048485717034
0.09169378071083822,0.32543038070134006
0.09529634925432942,0.30429870300296624
0.09904045956881032,0.2834151375579792
0.10293167270681688,0.2627852292253609
0.10697576820978134,0.24241476074973192
0.11117875269227004,0.22230976920835924
0.11554686876348813,0.20247656394009775
0.12008660429930343,0.18292174611723638
0.12480470207855891,0.16365223014190766
0.12970816979798802,0.1446752670724698
0.13480429048060716,0.1259984703126223
0.14010063329304487,0.10762984382766447
0.14560506478787427,0.08957781318891982
0.1513257605876472,0.07185125978989958
0.15727121752798362,0.05445955862736063
0.1634502662777524,0.037412620098313656
0.16987208445508803,0.020720936331930746
0.1765462102587244,0.004395632655116855
0.1834825566348913,-0.011551475115322507
0.19069142600081623,-0.027107816749481407
0.19818352554669982,-0.042259996113215736
0.20596998313889214,-0.05699371101411073
0.2140623638478913,-0.07129366310034539
0.22247268712571233,-0.08514345630064837
0.23121344465814023,-0.098525482018601
0.2402976189183821,-0.11142078896096497
0.24973870244967658,-0.12380893507296341
0.2595507179054988,-0.13566781855498225
0.26974823887712973,-0.14697348432107815
0.28034641153952095,-0.1576999014988202
0.2913609771476062,-0.16781870662178658
0.302808295416475,-0.17729890597680562
0.31470536882013106,-0.18610652906668806
0.32706986784492903,-0.1942042232403792
0.33992015723519614,-0.20155077709742344
0.35327532327002137,-0.2081005571166817
0.367155202111726,-0.21380283784838344
0.38158040926812054,-0.2186010006067683
0.39657237021230857,-0.2224315684329791
0.4121533522055152,-0.22522303548744316
0.4283464973702072,-0.22689443599917558
0.4451758570626268,-0.22735358001198167
0.4626664275957926,-0.22649485828913588
0.4808441873660257,-0.2241964836364179
0.49973613543814477,-0.22031698559509585
0.5193703316466398,-0.21469070210387123
0.5397759382723858,-0.20712190273180475
0.5609832633567979,-0.19737701268955843
0.5830238057177632,-0.18517414992076472
0.6059303017342054,-0.17016877793827592
0.6297367739687804,-0.15193360429307992
0.6544785817009093,-0.12992971175193882
0.6801924734452132,-0.10346389132233336
0.70691664153335,-0.07162341872791278
0.7346907788403252,-0.033172254320232686
0.7635561377395286,0.013622431814639648
0.7935555913740641,0.07129836123649833
0.8247336973353755,0.1437896885962788
0.8571367638437501,0.23768700377390756
0.8908129185289975,0.3653448501797984
0.9258121799134593,0.5544978158615393
0.9621865317035259,0.8936323756425838
0.99999,5.173888680524151
